user_id,age,interest,level,learning_style
825,35,psychology,Intermediate,audio
826,43,logic,Intermediate,audio
827,12,language,Beginner,visual
828,59,neuroscience,Beginner,audio
829,21,creativity,Intermediate,audio
830,10,creativity,Beginner,visual
831,53,neuroscience,Advanced,visual
832,14,coding,Beginner,audio
833,39,logic,Beginner,audio
834,39,problem-solving,Beginner,visual
835,26,attention,Advanced,kinesthetic
836,57,psychology,Beginner,audio
837,56,attention,Beginner,visual
838,32,logic,Beginner,audio
839,24,attention,Advanced,audio
840,46,neuroscience,Beginner,visual
841,30,creativity,Beginner,audio
842,23,attention,Beginner,visual
843,11,mathematics,Intermediate,kinesthetic
844,20,language,Beginner,kinesthetic
845,48,logic,Beginner,audio
846,47,coding,Beginner,audio
847,43,mathematics,Intermediate,kinesthetic
848,47,neuroscience,Intermediate,audio
849,59,memory,Intermediate,visual
850,43,neuroscience,Advanced,audio
851,27,coding,Advanced,audio
852,39,coding,Beginner,audio
853,24,mathematics,Intermediate,kinesthetic
854,36,language,Intermediate,kinesthetic
855,43,logic,Advanced,audio
856,47,problem-solving,Beginner,kinesthetic
857,42,creativity,Intermediate,audio
858,33,mathematics,Beginner,audio
859,24,coding,Advanced,visual
860,39,memory,Beginner,visual
861,51,psychology,Beginner,audio
862,26,coding,Beginner,audio
863,14,language,Beginner,kinesthetic
864,38,language,Intermediate,kinesthetic
865,13,coding,Beginner,kinesthetic
866,19,language,Beginner,audio
867,26,mathematics,Advanced,visual
868,19,coding,Beginner,audio
869,26,coding,Intermediate,kinesthetic
870,29,logic,Beginner,audio
871,33,creativity,Beginner,audio
872,14,memory,Advanced,visual
873,43,language,Intermediate,kinesthetic
874,15,logic,Beginner,visual
875,11,problem-solving,Advanced,audio
876,22,problem-solving,Advanced,visual
877,52,attention,Advanced,kinesthetic
878,52,mathematics,Beginner,audio
879,57,mathematics,Beginner,kinesthetic
880,20,neuroscience,Intermediate,kinesthetic
881,56,memory,Intermediate,audio
882,32,coding,Beginner,audio
883,25,language,Intermediate,audio
884,40,memory,Beginner,audio
885,20,attention,Beginner,visual
886,25,neuroscience,Beginner,visual
887,17,logic,Intermediate,visual
888,13,memory,Beginner,audio
889,49,logic,Advanced,visual
890,13,problem-solving,Intermediate,visual
891,34,language,Intermediate,kinesthetic
892,12,attention,Advanced,audio
893,41,coding,Intermediate,visual
894,12,language,Advanced,kinesthetic
895,36,creativity,Beginner,visual
896,38,mathematics,Beginner,audio
897,41,attention,Beginner,audio
898,59,memory,Beginner,kinesthetic
899,28,language,Advanced,audio
900,30,psychology,Beginner,kinesthetic
901,14,mathematics,Intermediate,kinesthetic
902,27,mathematics,Intermediate,audio
903,37,psychology,Intermediate,visual
904,51,neuroscience,Beginner,audio
905,31,neuroscience,Intermediate,audio
906,30,psychology,Beginner,visual
907,15,creativity,Beginner,visual
908,10,problem-solving,Intermediate,audio
909,14,psychology,Intermediate,kinesthetic
910,50,problem-solving,Beginner,audio
911,21,language,Advanced,visual
912,35,creativity,Beginner,visual
913,55,attention,Beginner,audio
914,43,problem-solving,Beginner,kinesthetic
915,58,mathematics,Intermediate,visual
916,23,language,Intermediate,visual
917,35,mathematics,Beginner,visual
918,54,creativity,Beginner,audio
919,36,problem-solving,Intermediate,audio
920,18,logic,Beginner,visual
921,35,creativity,Beginner,kinesthetic
922,56,creativity,Intermediate,kinesthetic
923,31,logic,Beginner,audio
924,56,language,Advanced,visual
925,39,problem-solving,Beginner,audio
926,52,problem-solving,Intermediate,audio
927,57,mathematics,Beginner,visual
928,26,creativity,Advanced,visual
929,35,creativity,Beginner,audio
930,45,coding,Intermediate,visual
931,10,attention,Intermediate,visual
932,17,creativity,Beginner,audio
933,58,memory,Beginner,visual
934,44,attention,Intermediate,audio
935,24,memory,Advanced,visual
936,56,problem-solving,Beginner,kinesthetic
937,31,attention,Beginner,visual
938,23,creativity,Advanced,kinesthetic
939,35,logic,Beginner,audio
940,37,mathematics,Advanced,visual
941,32,memory,Intermediate,visual
942,23,attention,Intermediate,visual
943,33,creativity,Beginner,kinesthetic
944,11,attention,Beginner,visual
945,54,creativity,Intermediate,visual
946,35,creativity,Advanced,audio
947,23,creativity,Advanced,audio
948,16,coding,Beginner,visual
949,12,mathematics,Beginner,visual
950,56,logic,Beginner,kinesthetic
951,32,logic,Advanced,audio
952,55,attention,Beginner,audio
953,52,attention,Beginner,visual
954,56,creativity,Beginner,kinesthetic
955,54,coding,Beginner,kinesthetic
956,27,creativity,Advanced,audio
957,47,coding,Intermediate,audio
958,44,creativity,Beginner,visual
959,24,memory,Beginner,audio
960,34,memory,Beginner,kinesthetic
961,46,problem-solving,Beginner,visual
962,37,creativity,Beginner,audio
963,19,mathematics,Intermediate,audio
964,48,problem-solving,Beginner,audio
965,26,attention,Beginner,kinesthetic
966,48,language,Beginner,audio
967,31,creativity,Intermediate,audio
968,35,memory,Intermediate,kinesthetic
969,53,language,Intermediate,audio
970,34,coding,Intermediate,visual
971,26,language,Intermediate,audio
972,22,mathematics,Beginner,visual
973,29,creativity,Advanced,audio
974,34,logic,Beginner,audio
975,13,language,Beginner,visual
976,19,logic,Intermediate,audio
977,12,coding,Beginner,visual
978,50,problem-solving,Advanced,audio
979,54,logic,Beginner,visual
980,27,problem-solving,Advanced,kinesthetic
981,56,memory,Advanced,audio
982,45,creativity,Advanced,audio
983,56,language,Advanced,kinesthetic
984,31,memory,Advanced,visual
985,43,memory,Intermediate,audio
986,56,psychology,Beginner,visual
987,17,neuroscience,Beginner,audio
988,49,mathematics,Intermediate,audio
989,58,problem-solving,Advanced,kinesthetic
990,53,psychology,Intermediate,visual
991,28,neuroscience,Advanced,visual
992,51,mathematics,Advanced,audio
993,50,problem-solving,Beginner,audio
994,46,creativity,Beginner,kinesthetic
995,15,mathematics,Beginner,audio
996,35,language,Beginner,audio
997,43,memory,Intermediate,audio
998,54,neuroscience,Advanced,visual
999,15,neuroscience,Intermediate,audio
1000,46,neuroscience,Beginner,audio
1001,42,problem-solving,Beginner,kinesthetic
1002,31,language,Beginner,visual
1003,30,mathematics,Intermediate,audio
1004,15,memory,Beginner,visual
1005,15,language,Beginner,audio
1006,57,psychology,Beginner,visual
1007,13,creativity,Beginner,visual
1008,39,logic,Advanced,audio
1009,20,language,Beginner,audio
1010,39,psychology,Beginner,visual
1011,40,memory,Beginner,kinesthetic
1012,33,logic,Beginner,visual
1013,18,logic,Intermediate,audio
1014,12,language,Intermediate,audio
1015,40,neuroscience,Beginner,audio
1016,49,attention,Intermediate,audio
1017,46,memory,Beginner,visual
1018,45,neuroscience,Intermediate,visual
1019,33,memory,Beginner,audio
1020,40,attention,Beginner,audio
1021,15,creativity,Intermediate,visual
1022,11,attention,Advanced,audio
1023,29,coding,Intermediate,kinesthetic
1024,37,language,Beginner,visual
1025,20,language,Beginner,kinesthetic
1026,13,psychology,Advanced,kinesthetic
1027,24,neuroscience,Beginner,kinesthetic
1028,15,psychology,Beginner,audio
1029,58,coding,Beginner,kinesthetic
1030,39,attention,Beginner,audio
1031,47,language,Beginner,audio
1032,11,problem-solving,Beginner,visual
1033,24,attention,Beginner,audio
1034,20,attention,Advanced,audio
1035,17,coding,Beginner,audio
1036,35,creativity,Beginner,audio
1037,54,memory,Intermediate,visual
1038,53,coding,Intermediate,audio
1039,14,memory,Beginner,visual
1040,15,language,Advanced,kinesthetic
1041,35,coding,Beginner,visual
1042,13,memory,Advanced,visual
1043,28,psychology,Beginner,kinesthetic
1044,29,coding,Beginner,audio
1045,42,language,Advanced,visual
1046,29,coding,Intermediate,kinesthetic
1047,58,language,Beginner,kinesthetic
1048,21,coding,Beginner,visual
1049,56,memory,Beginner,audio
1050,10,creativity,Intermediate,kinesthetic
1051,35,mathematics,Beginner,audio
1052,23,memory,Beginner,audio
1053,47,neuroscience,Beginner,audio
1054,46,logic,Intermediate,visual
1055,20,creativity,Advanced,visual
1056,45,psychology,Intermediate,kinesthetic
1057,22,attention,Beginner,visual
1058,52,memory,Advanced,audio
1059,12,coding,Intermediate,visual
1060,42,memory,Advanced,visual
1061,15,problem-solving,Beginner,visual
1062,59,creativity,Beginner,kinesthetic
1063,19,mathematics,Intermediate,kinesthetic
1064,14,psychology,Beginner,visual
1065,32,problem-solving,Intermediate,audio
1066,19,language,Advanced,visual
1067,53,problem-solving,Advanced,kinesthetic
1068,11,memory,Advanced,audio
1069,22,psychology,Intermediate,kinesthetic
1070,49,memory,Beginner,audio
1071,11,language,Beginner,visual
1072,29,attention,Beginner,visual
1073,10,psychology,Intermediate,visual
1074,46,attention,Beginner,kinesthetic
1075,18,creativity,Beginner,audio
1076,26,creativity,Intermediate,audio
1077,18,attention,Intermediate,visual
1078,20,creativity,Advanced,audio
1079,24,psychology,Intermediate,visual
1080,33,coding,Intermediate,audio
1081,47,neuroscience,Intermediate,audio
1082,44,creativity,Advanced,visual
1083,39,creativity,Intermediate,visual
1084,40,memory,Advanced,audio
1085,58,attention,Advanced,audio
1086,14,logic,Advanced,audio
1087,53,mathematics,Beginner,visual
1088,59,problem-solving,Beginner,audio
1089,23,creativity,Beginner,visual
1090,20,problem-solving,Beginner,visual
1091,18,psychology,Beginner,visual
1092,43,logic,Beginner,audio
1093,21,mathematics,Beginner,visual
1094,44,attention,Intermediate,kinesthetic
1095,44,neuroscience,Intermediate,audio
1096,10,mathematics,Beginner,audio
1097,49,mathematics,Intermediate,visual
1098,31,neuroscience,Intermediate,audio
1099,38,coding,Intermediate,visual
1100,17,attention,Advanced,kinesthetic
1101,20,memory,Beginner,visual
1102,50,problem-solving,Beginner,visual
1103,46,creativity,Beginner,visual
1104,23,mathematics,Beginner,audio
1105,39,psychology,Intermediate,audio
1106,44,neuroscience,Beginner,kinesthetic
1107,30,problem-solving,Beginner,kinesthetic
1108,46,logic,Beginner,visual
1109,14,neuroscience,Beginner,kinesthetic
1110,28,logic,Intermediate,audio
1111,23,attention,Intermediate,audio
1112,35,mathematics,Beginner,audio
1113,13,psychology,Beginner,audio
1114,34,creativity,Beginner,kinesthetic
1115,54,logic,Beginner,kinesthetic
1116,51,problem-solving,Advanced,kinesthetic
1117,34,coding,Beginner,visual
1118,27,attention,Intermediate,audio
1119,49,coding,Advanced,audio
1120,17,attention,Beginner,audio
1121,48,memory,Beginner,visual
1122,49,problem-solving,Advanced,visual
1123,23,coding,Advanced,kinesthetic
1124,41,psychology,Beginner,kinesthetic
1125,47,mathematics,Intermediate,audio
1126,42,neuroscience,Advanced,audio
1127,32,creativity,Beginner,visual
1128,24,mathematics,Advanced,audio
1129,42,mathematics,Beginner,visual
1130,34,attention,Intermediate,visual
1131,26,psychology,Advanced,audio
1132,42,attention,Advanced,visual
1133,56,language,Beginner,visual
1134,11,logic,Beginner,kinesthetic
1135,23,creativity,Intermediate,audio
1136,49,logic,Intermediate,kinesthetic
1137,49,neuroscience,Intermediate,visual
1138,48,language,Advanced,visual
1139,15,problem-solving,Advanced,audio
1140,15,neuroscience,Beginner,visual
1141,12,neuroscience,Beginner,visual
1142,16,memory,Beginner,visual
1143,17,creativity,Intermediate,visual
1144,51,attention,Intermediate,visual
1145,24,psychology,Intermediate,kinesthetic
1146,56,logic,Beginner,audio
1147,38,neuroscience,Beginner,kinesthetic
1148,42,logic,Beginner,audio
1149,39,logic,Intermediate,kinesthetic
1150,48,problem-solving,Beginner,kinesthetic
1151,36,creativity,Beginner,audio
1152,45,creativity,Beginner,visual
1153,38,coding,Intermediate,visual
1154,47,mathematics,Beginner,audio
1155,42,creativity,Advanced,visual
1156,46,logic,Intermediate,audio
1157,36,attention,Intermediate,kinesthetic
1158,42,logic,Intermediate,kinesthetic
1159,13,attention,Beginner,visual
1160,31,coding,Beginner,visual
1161,11,attention,Advanced,visual
1162,19,creativity,Intermediate,audio
1163,14,problem-solving,Advanced,visual
1164,19,attention,Intermediate,visual
1165,42,logic,Beginner,kinesthetic
1166,47,psychology,Beginner,visual
1167,22,creativity,Intermediate,visual
1168,40,psychology,Beginner,visual
1169,56,language,Beginner,audio
1170,45,language,Advanced,visual
1171,54,logic,Beginner,visual
1172,33,language,Beginner,audio
1173,24,mathematics,Advanced,visual
1174,38,coding,Advanced,visual
1175,17,creativity,Beginner,visual
1176,14,psychology,Advanced,visual
1177,38,logic,Advanced,visual
1178,56,mathematics,Beginner,visual
1179,13,logic,Beginner,kinesthetic
1180,21,mathematics,Beginner,audio
1181,54,language,Intermediate,kinesthetic
1182,11,language,Beginner,visual
1183,36,attention,Advanced,visual
1184,40,memory,Intermediate,visual
1185,45,logic,Intermediate,audio
1186,45,attention,Advanced,audio
1187,35,creativity,Advanced,visual
1188,52,attention,Beginner,visual
1189,36,neuroscience,Beginner,visual
1190,14,language,Intermediate,visual
1191,29,neuroscience,Beginner,audio
1192,20,logic,Beginner,audio
1193,19,psychology,Intermediate,visual
1194,49,psychology,Advanced,audio
1195,47,creativity,Beginner,visual
1196,15,attention,Intermediate,audio
1197,17,psychology,Beginner,visual
1198,32,mathematics,Intermediate,audio
1199,56,mathematics,Beginner,audio
1200,35,creativity,Advanced,visual
1201,55,coding,Beginner,visual
1202,52,language,Intermediate,audio
1203,21,attention,Beginner,kinesthetic
1204,35,logic,Beginner,audio
1205,22,problem-solving,Beginner,visual
1206,49,problem-solving,Beginner,audio
1207,27,problem-solving,Beginner,audio
1208,34,psychology,Beginner,visual
1209,42,coding,Intermediate,audio
1210,56,coding,Intermediate,visual
1211,49,attention,Beginner,audio
1212,52,attention,Intermediate,visual
1213,21,coding,Beginner,audio
1214,53,creativity,Intermediate,audio
1215,45,attention,Beginner,audio
1216,57,creativity,Intermediate,visual
1217,13,neuroscience,Beginner,visual
1218,14,mathematics,Advanced,kinesthetic
1219,46,language,Beginner,visual
1220,17,attention,Beginner,visual
1221,51,coding,Beginner,visual
1222,58,mathematics,Advanced,audio
1223,37,mathematics,Intermediate,audio
1224,40,memory,Intermediate,visual
1225,18,coding,Advanced,visual
1226,38,language,Advanced,audio
1227,23,coding,Intermediate,visual
1228,49,attention,Beginner,visual
1229,50,logic,Advanced,visual
1230,31,neuroscience,Beginner,audio
1231,20,creativity,Intermediate,visual
1232,32,logic,Intermediate,audio
1233,10,neuroscience,Intermediate,audio
1234,55,logic,Intermediate,visual
1235,46,creativity,Intermediate,audio
1236,30,psychology,Advanced,audio
1237,35,coding,Beginner,audio
1238,55,logic,Beginner,visual
1239,45,attention,Intermediate,audio
1240,32,language,Advanced,audio
1241,10,problem-solving,Beginner,visual
1242,49,attention,Beginner,visual
1243,24,creativity,Beginner,kinesthetic
1244,30,language,Beginner,audio
1245,56,attention,Advanced,audio
1246,18,mathematics,Intermediate,visual
1247,18,coding,Intermediate,audio
1248,19,language,Intermediate,kinesthetic
1249,35,mathematics,Intermediate,visual
1250,50,attention,Beginner,audio
1251,44,neuroscience,Beginner,visual
1252,34,memory,Beginner,audio
1253,35,neuroscience,Beginner,kinesthetic
1254,20,coding,Beginner,kinesthetic
1255,47,language,Beginner,visual
1256,11,language,Beginner,audio
1257,16,coding,Beginner,audio
1258,27,mathematics,Intermediate,audio
1259,36,memory,Beginner,audio
1260,43,attention,Advanced,visual
1261,36,creativity,Beginner,kinesthetic
1262,26,neuroscience,Intermediate,visual
1263,52,neuroscience,Advanced,visual
1264,53,problem-solving,Advanced,visual
1265,33,memory,Advanced,kinesthetic
1266,34,creativity,Beginner,audio
1267,16,neuroscience,Beginner,visual
1268,15,creativity,Beginner,visual
1269,33,attention,Beginner,kinesthetic
1270,42,language,Beginner,kinesthetic
1271,58,creativity,Advanced,visual
1272,38,neuroscience,Intermediate,audio
1273,52,mathematics,Intermediate,visual
1274,31,memory,Advanced,audio
1275,35,coding,Intermediate,visual
1276,37,logic,Intermediate,visual
1277,59,psychology,Intermediate,visual
1278,30,psychology,Beginner,kinesthetic
1279,58,logic,Beginner,visual
1280,16,creativity,Advanced,audio
1281,26,memory,Advanced,audio
1282,29,creativity,Advanced,kinesthetic
1283,50,coding,Beginner,audio
1284,58,memory,Advanced,audio
1285,29,logic,Beginner,audio
1286,31,creativity,Beginner,visual
1287,37,problem-solving,Beginner,audio
1288,49,neuroscience,Beginner,kinesthetic
1289,58,mathematics,Beginner,kinesthetic
1290,16,language,Beginner,kinesthetic
1291,10,mathematics,Beginner,audio
1292,41,coding,Beginner,kinesthetic
1293,22,creativity,Intermediate,kinesthetic
1294,39,attention,Intermediate,kinesthetic
1295,32,memory,Beginner,visual
1296,28,creativity,Beginner,visual
1297,41,memory,Intermediate,audio
1298,39,language,Intermediate,kinesthetic
1299,38,problem-solving,Beginner,audio
1300,58,mathematics,Intermediate,audio
1301,54,neuroscience,Advanced,kinesthetic
1302,38,language,Beginner,visual
1303,39,language,Beginner,audio
1304,25,mathematics,Beginner,kinesthetic
1305,49,language,Intermediate,kinesthetic
1306,28,attention,Beginner,audio
1307,27,attention,Beginner,kinesthetic
1308,10,psychology,Beginner,audio
1309,23,psychology,Advanced,audio
1310,56,attention,Intermediate,audio
1311,59,logic,Intermediate,audio
1312,11,problem-solving,Advanced,audio
1313,37,memory,Beginner,audio
1314,58,problem-solving,Advanced,kinesthetic
1315,59,coding,Intermediate,visual
1316,39,language,Beginner,kinesthetic
1317,47,neuroscience,Advanced,visual
1318,13,language,Advanced,audio
1319,10,problem-solving,Advanced,kinesthetic
1320,17,attention,Beginner,kinesthetic
1321,38,mathematics,Advanced,audio
1322,48,coding,Advanced,audio
1323,12,attention,Beginner,visual
1324,41,problem-solving,Beginner,visual
1325,19,mathematics,Beginner,kinesthetic
1326,19,neuroscience,Advanced,audio
1327,28,problem-solving,Intermediate,audio
1328,55,memory,Beginner,visual
1329,43,creativity,Beginner,visual
1330,42,mathematics,Beginner,audio
1331,32,problem-solving,Intermediate,audio
1332,37,attention,Beginner,visual
1333,41,memory,Advanced,visual
1334,59,logic,Intermediate,audio
1335,16,mathematics,Intermediate,visual
1336,38,memory,Beginner,kinesthetic
1337,17,attention,Beginner,kinesthetic
1338,10,problem-solving,Beginner,audio
1339,12,language,Beginner,audio
1340,33,neuroscience,Beginner,kinesthetic
1341,32,language,Advanced,audio
1342,17,creativity,Beginner,visual
1343,56,memory,Beginner,visual
1344,46,creativity,Beginner,audio
1345,12,neuroscience,Beginner,visual
1346,42,memory,Advanced,visual
1347,37,psychology,Beginner,visual
1348,56,attention,Beginner,audio
1349,17,memory,Intermediate,kinesthetic
1350,43,attention,Beginner,visual
1351,44,language,Beginner,visual
1352,41,coding,Beginner,kinesthetic
1353,33,mathematics,Beginner,visual
1354,23,coding,Beginner,visual
1355,41,problem-solving,Beginner,kinesthetic
1356,55,mathematics,Advanced,audio
1357,52,mathematics,Beginner,visual
1358,25,logic,Intermediate,kinesthetic
1359,13,mathematics,Intermediate,audio
1360,46,neuroscience,Intermediate,audio
1361,30,coding,Beginner,kinesthetic
1362,23,language,Beginner,kinesthetic
1363,40,attention,Intermediate,kinesthetic
1364,57,problem-solving,Intermediate,audio
1365,27,mathematics,Intermediate,audio
1366,16,problem-solving,Beginner,audio
1367,19,language,Advanced,visual
1368,16,problem-solving,Beginner,visual
1369,42,language,Beginner,audio
1370,32,mathematics,Beginner,audio
1371,30,language,Beginner,visual
1372,28,mathematics,Beginner,visual
1373,57,logic,Intermediate,audio
1374,28,logic,Advanced,kinesthetic
1375,45,language,Advanced,audio
1376,38,logic,Beginner,visual
1377,27,attention,Intermediate,kinesthetic
1378,11,attention,Beginner,visual
1379,10,logic,Beginner,audio
1380,56,logic,Beginner,audio
1381,14,psychology,Beginner,kinesthetic
1382,29,psychology,Beginner,audio
1383,20,mathematics,Beginner,visual
1384,51,language,Intermediate,kinesthetic
1385,11,creativity,Advanced,kinesthetic
1386,12,creativity,Beginner,visual
1387,32,logic,Advanced,kinesthetic
1388,21,problem-solving,Intermediate,kinesthetic
1389,29,logic,Intermediate,audio
1390,14,psychology,Intermediate,audio
1391,46,mathematics,Beginner,audio
1392,47,logic,Advanced,audio
1393,39,coding,Intermediate,kinesthetic
1394,18,problem-solving,Advanced,visual
1395,43,coding,Intermediate,kinesthetic
1396,53,mathematics,Advanced,visual
1397,44,mathematics,Intermediate,visual
1398,31,attention,Beginner,visual
1399,53,memory,Beginner,audio
1400,33,coding,Beginner,kinesthetic
1401,26,attention,Beginner,visual
1402,19,psychology,Beginner,visual
1403,39,neuroscience,Advanced,audio
1404,55,problem-solving,Intermediate,kinesthetic
1405,32,neuroscience,Advanced,kinesthetic
1406,41,language,Advanced,visual
1407,26,psychology,Intermediate,visual
1408,59,psychology,Advanced,visual
1409,26,neuroscience,Intermediate,audio
1410,23,coding,Advanced,audio
1411,18,memory,Beginner,visual
1412,49,coding,Beginner,audio
1413,11,neuroscience,Beginner,visual
1414,54,language,Intermediate,visual
1415,34,coding,Intermediate,audio
1416,48,creativity,Beginner,audio
1417,18,coding,Beginner,audio
1418,31,mathematics,Advanced,audio
1419,52,attention,Intermediate,visual
1420,55,problem-solving,Beginner,visual
1421,13,coding,Intermediate,kinesthetic
1422,35,memory,Intermediate,audio
1423,38,memory,Advanced,kinesthetic
1424,54,coding,Beginner,audio
1425,43,logic,Beginner,visual
1426,32,psychology,Beginner,visual
1427,46,coding,Beginner,visual
1428,20,psychology,Advanced,visual
1429,15,creativity,Beginner,audio
1430,27,neuroscience,Advanced,audio
1431,30,creativity,Beginner,kinesthetic
1432,51,coding,Advanced,audio
1433,45,memory,Beginner,audio
1434,50,logic,Advanced,audio
1435,47,language,Advanced,audio
1436,43,psychology,Advanced,visual
1437,26,attention,Beginner,visual
1438,46,psychology,Beginner,audio
1439,34,mathematics,Intermediate,audio
1440,47,problem-solving,Beginner,visual
1441,21,coding,Beginner,visual
1442,32,creativity,Beginner,kinesthetic
1443,51,attention,Intermediate,kinesthetic
1444,31,memory,Intermediate,kinesthetic
1445,30,memory,Beginner,visual
1446,36,memory,Beginner,visual
1447,40,language,Beginner,audio
1448,15,mathematics,Intermediate,visual
1449,36,memory,Beginner,audio
1450,49,memory,Beginner,kinesthetic
1451,43,coding,Advanced,visual
1452,21,mathematics,Advanced,visual
1453,54,logic,Advanced,audio
1454,16,logic,Advanced,visual
1455,19,mathematics,Beginner,audio
1456,54,problem-solving,Intermediate,audio
1457,26,language,Beginner,audio
1458,35,attention,Intermediate,audio
1459,30,psychology,Beginner,visual
1460,37,coding,Intermediate,visual
1461,55,neuroscience,Intermediate,kinesthetic
1462,11,logic,Beginner,visual
1463,52,mathematics,Intermediate,audio
1464,10,attention,Beginner,kinesthetic
1465,45,mathematics,Beginner,visual
1466,35,psychology,Beginner,visual
1467,38,attention,Beginner,visual
1468,30,logic,Beginner,kinesthetic
1469,20,memory,Advanced,audio
1470,49,mathematics,Beginner,audio
1471,20,neuroscience,Beginner,visual
1472,45,logic,Beginner,audio
1473,58,creativity,Intermediate,kinesthetic
1474,48,neuroscience,Intermediate,visual
1475,49,problem-solving,Intermediate,visual
1476,44,language,Intermediate,visual
1477,43,logic,Advanced,audio
1478,56,memory,Advanced,kinesthetic
1479,33,logic,Intermediate,kinesthetic
1480,31,psychology,Beginner,visual
1481,14,attention,Intermediate,kinesthetic
1482,42,mathematics,Intermediate,audio
1483,45,attention,Intermediate,kinesthetic
1484,56,attention,Advanced,audio
1485,29,logic,Intermediate,audio
1486,28,psychology,Advanced,audio
1487,44,mathematics,Beginner,audio
1488,52,mathematics,Beginner,audio
1489,26,attention,Beginner,kinesthetic
1490,54,problem-solving,Advanced,kinesthetic
1491,52,language,Advanced,audio
1492,43,psychology,Intermediate,audio
1493,18,problem-solving,Intermediate,kinesthetic
1494,35,coding,Intermediate,audio
1495,11,coding,Advanced,audio
1496,18,neuroscience,Advanced,visual
1497,18,attention,Intermediate,visual
1498,49,mathematics,Intermediate,audio
1499,26,logic,Beginner,visual
1500,10,mathematics,Intermediate,visual
1501,34,mathematics,Beginner,audio
1502,52,memory,Beginner,kinesthetic
1503,49,mathematics,Advanced,visual
1504,51,neuroscience,Intermediate,audio
1505,34,problem-solving,Advanced,audio
1506,48,coding,Beginner,audio
1507,44,mathematics,Beginner,visual
1508,12,mathematics,Beginner,audio
1509,59,memory,Beginner,visual
1510,46,psychology,Beginner,audio
1511,53,logic,Beginner,visual
1512,53,psychology,Beginner,visual
1513,39,logic,Beginner,visual
1514,47,language,Beginner,visual
1515,43,mathematics,Intermediate,kinesthetic
1516,21,memory,Beginner,visual
1517,28,creativity,Intermediate,audio
1518,46,attention,Intermediate,visual
1519,53,coding,Beginner,kinesthetic
1520,58,problem-solving,Advanced,audio
1521,26,coding,Intermediate,audio
1522,19,problem-solving,Intermediate,visual
1523,58,language,Beginner,visual
1524,56,psychology,Intermediate,visual
1525,21,neuroscience,Advanced,audio
1526,25,mathematics,Beginner,audio
1527,33,creativity,Beginner,kinesthetic
1528,28,problem-solving,Beginner,audio
1529,17,attention,Intermediate,audio
1530,40,problem-solving,Beginner,visual
1531,30,neuroscience,Intermediate,kinesthetic
1532,26,coding,Beginner,visual
1533,32,memory,Advanced,kinesthetic
1534,46,coding,Beginner,audio
1535,25,language,Beginner,audio
1536,15,memory,Intermediate,audio
1537,17,coding,Beginner,kinesthetic
1538,34,attention,Beginner,visual
1539,27,coding,Beginner,audio
1540,34,attention,Intermediate,visual
1541,21,attention,Advanced,audio
1542,24,memory,Advanced,visual
1543,35,psychology,Beginner,kinesthetic
1544,50,logic,Beginner,audio
1545,54,mathematics,Intermediate,audio
1546,35,problem-solving,Intermediate,audio
1547,56,logic,Beginner,audio
1548,41,neuroscience,Beginner,audio
1549,19,psychology,Beginner,visual
1550,25,logic,Intermediate,audio
1551,16,memory,Beginner,kinesthetic
1552,26,neuroscience,Advanced,audio
1553,32,creativity,Beginner,audio
1554,35,psychology,Beginner,audio
1555,30,logic,Beginner,visual
1556,31,neuroscience,Beginner,visual
1557,16,creativity,Beginner,kinesthetic
1558,23,coding,Beginner,visual
1559,24,neuroscience,Beginner,kinesthetic
1560,16,memory,Beginner,visual
1561,18,coding,Beginner,audio
1562,57,memory,Advanced,kinesthetic
1563,17,logic,Intermediate,kinesthetic
1564,59,mathematics,Intermediate,kinesthetic
1565,32,logic,Beginner,audio
1566,38,coding,Beginner,visual
1567,27,attention,Beginner,audio
1568,40,logic,Intermediate,audio
1569,39,coding,Beginner,visual
1570,48,neuroscience,Beginner,kinesthetic
1571,44,language,Intermediate,visual
1572,27,logic,Beginner,kinesthetic
1573,51,neuroscience,Beginner,audio
1574,48,memory,Beginner,audio
1575,26,psychology,Intermediate,visual
1576,23,mathematics,Intermediate,audio
1577,40,memory,Beginner,kinesthetic
1578,33,memory,Beginner,audio
1579,44,coding,Intermediate,visual
1580,53,attention,Beginner,visual
1581,54,problem-solving,Intermediate,audio
1582,43,language,Intermediate,kinesthetic
1583,12,attention,Beginner,visual
1584,46,coding,Beginner,visual
1585,52,mathematics,Intermediate,kinesthetic
1586,49,language,Beginner,audio
1587,35,language,Beginner,kinesthetic
1588,32,coding,Intermediate,audio
1589,53,creativity,Beginner,audio
1590,48,memory,Beginner,kinesthetic
1591,24,psychology,Beginner,kinesthetic
1592,58,creativity,Intermediate,audio
1593,13,coding,Beginner,visual
1594,38,creativity,Advanced,kinesthetic
1595,31,psychology,Intermediate,audio
1596,34,coding,Beginner,audio
1597,22,coding,Beginner,visual
1598,27,language,Beginner,audio
1599,42,creativity,Intermediate,audio
1600,25,neuroscience,Advanced,kinesthetic
1601,54,logic,Intermediate,audio
1602,51,coding,Beginner,kinesthetic
1603,53,creativity,Intermediate,visual
1604,11,problem-solving,Beginner,visual
1605,44,mathematics,Intermediate,visual
1606,51,problem-solving,Intermediate,visual
1607,43,creativity,Beginner,audio
1608,39,memory,Beginner,audio
1609,22,memory,Intermediate,visual
1610,22,creativity,Intermediate,audio
1611,27,language,Beginner,audio
1612,41,language,Beginner,kinesthetic
