content_id,title,description,category,level,duration,difficulty,rating
510,Course 510 - Workshop,Synthetic course about logic,logic,Intermediate,118,1,4.57
511,Course 511 - Lab,Synthetic course about creativity,memory,Advanced,114,3,2.91
512,Course 512 - Workshop,Synthetic course about coding,memory,Intermediate,119,3,2.5
513,Course 513 - Bootcamp,Synthetic course about problem-solving,neuroscience,Intermediate,110,1,4.88
514,Course 514 - Essentials,Synthetic course about problem-solving,logic,Advanced,63,1,3.48
515,Course 515 - Bootcamp,Synthetic course about attention,attention,Intermediate,147,1,4.89
516,Course 516 - Essentials,Synthetic course about memory,neuroscience,Intermediate,42,3,3.19
517,Course 517 - Essentials,Synthetic course about logic,creativity,Beginner,42,3,2.66
518,Course 518 - Workshop,Synthetic course about attention,creativity,Beginner,74,2,4.43
519,Course 519 - Workshop,Synthetic course about creativity,creativity,Intermediate,180,1,4.59
520,Course 520 - Lab,Synthetic course about logic,attention,Intermediate,96,1,3.73
521,Course 521 - Mastery,Synthetic course about coding,creativity,Beginner,82,2,2.68
522,Course 522 - Bootcamp,Synthetic course about logic,memory,Advanced,122,1,4.14
523,Course 523 - Lab,Synthetic course about coding,neuroscience,Beginner,79,2,2.96
524,Course 524 - Lab,Synthetic course about attention,memory,Intermediate,99,3,4.62
525,Course 525 - Bootcamp,Synthetic course about memory,creativity,Beginner,114,2,3.19
526,Course 526 - Bootcamp,Synthetic course about problem-solving,neuroscience,Beginner,88,2,4.62
527,Course 527 - Essentials,Synthetic course about logic,memory,Intermediate,133,3,3.57
528,Course 528 - Mastery,Synthetic course about memory,attention,Beginner,123,1,3.99
529,Course 529 - Workshop,Synthetic course about memory,logic,Beginner,127,2,4.47
530,Course 530 - Mastery,Synthetic course about problem-solving,memory,Intermediate,108,2,2.6
531,Course 531 - Mastery,Synthetic course about logic,problem-solving,Intermediate,40,1,4.55
532,Course 532 - Workshop,Synthetic course about logic,creativity,Intermediate,150,2,2.85
533,Course 533 - Mastery,Synthetic course about memory,problem-solving,Advanced,195,3,3.4
534,Course 534 - Lab,Synthetic course about creativity,logic,Beginner,29,2,3.68
535,Course 535 - Lab,Synthetic course about creativity,attention,Intermediate,106,1,4.74
536,Course 536 - Workshop,Synthetic course about logic,memory,Intermediate,189,1,2.56
537,Course 537 - Workshop,Synthetic course about memory,attention,Advanced,110,2,3.9
538,Course 538 - Bootcamp,Synthetic course about memory,logic,Advanced,193,1,4.11
539,Course 539 - Bootcamp,Synthetic course about attention,problem-solving,Intermediate,156,1,3.29
540,Course 540 - Mastery,Synthetic course about memory,memory,Intermediate,142,2,3.23
541,Course 541 - Mastery,Synthetic course about problem-solving,creativity,Beginner,196,2,3.73
542,Course 542 - Workshop,Synthetic course about creativity,neuroscience,Beginner,23,1,2.97
543,Course 543 - Mastery,Synthetic course about attention,attention,Intermediate,109,2,3.67
544,Course 544 - Essentials,Synthetic course about problem-solving,logic,Intermediate,115,3,4.41
545,Course 545 - Lab,Synthetic course about creativity,memory,Intermediate,48,2,4.61
546,Course 546 - Mastery,Synthetic course about problem-solving,problem-solving,Intermediate,105,1,3.46
547,Course 547 - Mastery,Synthetic course about coding,creativity,Beginner,66,3,4.04
548,Course 548 - Bootcamp,Synthetic course about logic,problem-solving,Intermediate,96,1,2.5
549,Course 549 - Essentials,Synthetic course about coding,creativity,Beginner,106,1,3.88
550,Course 550 - Mastery,Synthetic course about logic,memory,Beginner,50,3,4.94
551,Course 551 - Lab,Synthetic course about creativity,neuroscience,Beginner,70,2,3.28
552,Course 552 - Mastery,Synthetic course about creativity,neuroscience,Advanced,188,1,3.99
553,Course 553 - Workshop,Synthetic course about coding,logic,Beginner,55,2,4.41
554,Course 554 - Essentials,Synthetic course about problem-solving,logic,Intermediate,187,2,4.02
555,Course 555 - Mastery,Synthetic course about logic,creativity,Beginner,114,3,3.55
556,Course 556 - Essentials,Synthetic course about logic,creativity,Beginner,34,1,2.88
557,Course 557 - Mastery,Synthetic course about attention,creativity,Advanced,97,3,3.66
558,Course 558 - Lab,Synthetic course about memory,creativity,Intermediate,177,3,3.24
559,Course 559 - Lab,Synthetic course about problem-solving,memory,Beginner,177,1,4.24
560,Course 560 - Essentials,Synthetic course about problem-solving,memory,Beginner,174,1,3.6
561,Course 561 - Bootcamp,Synthetic course about attention,neuroscience,Advanced,59,3,4.62
562,Course 562 - Bootcamp,Synthetic course about creativity,logic,Beginner,64,3,2.98
563,Course 563 - Workshop,Synthetic course about coding,logic,Intermediate,194,3,3.54
564,Course 564 - Bootcamp,Synthetic course about problem-solving,attention,Beginner,109,1,3.89
565,Course 565 - Essentials,Synthetic course about logic,logic,Beginner,75,1,2.82
566,Course 566 - Bootcamp,Synthetic course about attention,logic,Beginner,73,3,3.97
567,Course 567 - Workshop,Synthetic course about coding,problem-solving,Intermediate,104,1,3.23
568,Course 568 - Mastery,Synthetic course about coding,problem-solving,Intermediate,28,1,3.07
569,Course 569 - Bootcamp,Synthetic course about problem-solving,attention,Beginner,137,1,2.85
570,Course 570 - Essentials,Synthetic course about memory,creativity,Intermediate,84,2,3.37
571,Course 571 - Essentials,Synthetic course about logic,attention,Advanced,127,2,4.82
572,Course 572 - Workshop,Synthetic course about coding,attention,Advanced,148,3,2.58
573,Course 573 - Workshop,Synthetic course about logic,neuroscience,Beginner,160,2,4.63
574,Course 574 - Lab,Synthetic course about problem-solving,memory,Beginner,57,3,3.49
575,Course 575 - Lab,Synthetic course about attention,logic,Advanced,192,3,3.9
576,Course 576 - Lab,Synthetic course about coding,neuroscience,Beginner,124,1,3.78
577,Course 577 - Mastery,Synthetic course about problem-solving,memory,Beginner,59,3,4.81
578,Course 578 - Essentials,Synthetic course about coding,logic,Advanced,162,3,4.43
579,Course 579 - Lab,Synthetic course about attention,attention,Beginner,197,3,4.96
580,Course 580 - Essentials,Synthetic course about logic,logic,Beginner,149,3,4.49
581,Course 581 - Workshop,Synthetic course about logic,creativity,Beginner,173,1,3.24
582,Course 582 - Mastery,Synthetic course about coding,creativity,Intermediate,94,1,4.91
583,Course 583 - Workshop,Synthetic course about problem-solving,attention,Beginner,52,3,4.96
584,Course 584 - Essentials,Synthetic course about attention,problem-solving,Advanced,104,2,2.81
585,Course 585 - Lab,Synthetic course about creativity,creativity,Intermediate,78,2,4.75
586,Course 586 - Workshop,Synthetic course about logic,attention,Intermediate,114,3,4.16
587,Course 587 - Bootcamp,Synthetic course about creativity,neuroscience,Beginner,45,1,4.8
588,Course 588 - Mastery,Synthetic course about coding,problem-solving,Beginner,122,3,4.79
589,Course 589 - Essentials,Synthetic course about creativity,creativity,Intermediate,40,3,4.73
590,Course 590 - Lab,Synthetic course about problem-solving,attention,Beginner,196,1,4.71
591,Course 591 - Workshop,Synthetic course about problem-solving,attention,Advanced,99,2,2.79
592,Course 592 - Mastery,Synthetic course about creativity,neuroscience,Beginner,90,3,2.86
593,Course 593 - Lab,Synthetic course about problem-solving,neuroscience,Intermediate,85,1,2.79
594,Course 594 - Workshop,Synthetic course about logic,problem-solving,Beginner,56,1,2.73
595,Course 595 - Essentials,Synthetic course about coding,memory,Intermediate,33,3,3.38
596,Course 596 - Bootcamp,Synthetic course about creativity,creativity,Beginner,127,1,4.21
597,Course 597 - Bootcamp,Synthetic course about logic,attention,Beginner,154,3,3.39
598,Course 598 - Essentials,Synthetic course about creativity,problem-solving,Advanced,185,2,4.3
599,Course 599 - Mastery,Synthetic course about logic,problem-solving,Intermediate,192,3,4.55
600,Course 600 - Essentials,Synthetic course about problem-solving,neuroscience,Intermediate,169,2,4.17
601,Course 601 - Workshop,Synthetic course about problem-solving,attention,Intermediate,191,1,3.66
602,Course 602 - Mastery,Synthetic course about coding,logic,Intermediate,100,3,3.24
603,Course 603 - Bootcamp,Synthetic course about problem-solving,memory,Beginner,99,1,2.81
604,Course 604 - Workshop,Synthetic course about attention,memory,Beginner,122,3,3.73
605,Course 605 - Lab,Synthetic course about logic,neuroscience,Intermediate,54,1,4.3
606,Course 606 - Lab,Synthetic course about logic,attention,Beginner,121,2,3.87
607,Course 607 - Lab,Synthetic course about creativity,problem-solving,Intermediate,150,3,4.3
608,Course 608 - Bootcamp,Synthetic course about coding,memory,Beginner,137,1,3.34
609,Course 609 - Essentials,Synthetic course about memory,problem-solving,Beginner,114,3,2.67
610,Course 610 - Mastery,Synthetic course about problem-solving,creativity,Beginner,74,3,4.43
611,Course 611 - Bootcamp,Synthetic course about memory,logic,Intermediate,28,2,3.05
612,Course 612 - Workshop,Synthetic course about attention,neuroscience,Intermediate,88,1,4.04
613,Course 613 - Workshop,Synthetic course about coding,memory,Beginner,47,3,4.51
614,Course 614 - Lab,Synthetic course about logic,creativity,Beginner,162,3,2.85
615,Course 615 - Mastery,Synthetic course about memory,creativity,Advanced,132,3,4.0
616,Course 616 - Lab,Synthetic course about attention,logic,Beginner,50,3,4.22
617,Course 617 - Workshop,Synthetic course about coding,neuroscience,Intermediate,78,3,4.37
618,Course 618 - Workshop,Synthetic course about attention,neuroscience,Advanced,101,1,2.87
619,Course 619 - Essentials,Synthetic course about problem-solving,problem-solving,Advanced,73,3,4.56
620,Course 620 - Essentials,Synthetic course about memory,neuroscience,Advanced,194,3,2.74
621,Course 621 - Essentials,Synthetic course about creativity,creativity,Beginner,61,3,3.8
622,Course 622 - Lab,Synthetic course about creativity,problem-solving,Advanced,42,1,3.61
623,Course 623 - Mastery,Synthetic course about coding,neuroscience,Intermediate,128,3,3.05
624,Course 624 - Essentials,Synthetic course about attention,logic,Intermediate,105,3,3.25
625,Course 625 - Bootcamp,Synthetic course about logic,creativity,Beginner,84,2,2.91
626,Course 626 - Essentials,Synthetic course about memory,attention,Advanced,108,2,3.56
627,Course 627 - Lab,Synthetic course about creativity,logic,Intermediate,73,3,2.59
628,Course 628 - Mastery,Synthetic course about creativity,logic,Intermediate,137,3,4.72
629,Course 629 - Essentials,Synthetic course about attention,neuroscience,Beginner,124,2,2.91
630,Course 630 - Mastery,Synthetic course about creativity,problem-solving,Beginner,30,1,4.72
631,Course 631 - Bootcamp,Synthetic course about attention,problem-solving,Advanced,82,1,4.66
632,Course 632 - Workshop,Synthetic course about memory,creativity,Intermediate,41,2,3.63
633,Course 633 - Mastery,Synthetic course about attention,neuroscience,Beginner,136,3,3.74
634,Course 634 - Essentials,Synthetic course about creativity,problem-solving,Intermediate,183,2,3.25
635,Course 635 - Lab,Synthetic course about attention,memory,Beginner,77,1,4.99
636,Course 636 - Lab,Synthetic course about creativity,attention,Beginner,39,2,4.18
637,Course 637 - Lab,Synthetic course about problem-solving,memory,Beginner,163,1,4.88
638,Course 638 - Lab,Synthetic course about coding,neuroscience,Beginner,112,3,3.54
639,Course 639 - Mastery,Synthetic course about creativity,neuroscience,Beginner,69,3,4.71
640,Course 640 - Lab,Synthetic course about creativity,problem-solving,Beginner,109,3,3.62
641,Course 641 - Workshop,Synthetic course about creativity,logic,Beginner,123,1,4.67
642,Course 642 - Bootcamp,Synthetic course about coding,neuroscience,Intermediate,146,2,2.83
643,Course 643 - Mastery,Synthetic course about problem-solving,logic,Advanced,132,3,4.09
644,Course 644 - Mastery,Synthetic course about logic,creativity,Intermediate,93,1,4.2
645,Course 645 - Lab,Synthetic course about creativity,creativity,Beginner,32,3,4.14
646,Course 646 - Lab,Synthetic course about logic,problem-solving,Beginner,34,2,3.62
647,Course 647 - Mastery,Synthetic course about memory,creativity,Intermediate,92,3,4.21
648,Course 648 - Lab,Synthetic course about problem-solving,memory,Advanced,46,1,3.1
649,Course 649 - Lab,Synthetic course about attention,memory,Beginner,155,1,3.99
650,Course 650 - Lab,Synthetic course about logic,memory,Beginner,197,3,3.89
651,Course 651 - Lab,Synthetic course about problem-solving,problem-solving,Intermediate,107,3,3.3
652,Course 652 - Lab,Synthetic course about memory,problem-solving,Intermediate,173,1,4.45
653,Course 653 - Essentials,Synthetic course about problem-solving,memory,Beginner,55,3,2.7
654,Course 654 - Essentials,Synthetic course about attention,logic,Intermediate,168,3,2.93
655,Course 655 - Essentials,Synthetic course about creativity,memory,Intermediate,71,3,3.68
656,Course 656 - Mastery,Synthetic course about creativity,logic,Advanced,158,2,4.73
657,Course 657 - Bootcamp,Synthetic course about creativity,creativity,Beginner,27,2,3.94
658,Course 658 - Mastery,Synthetic course about coding,logic,Advanced,76,2,4.61
659,Course 659 - Essentials,Synthetic course about coding,neuroscience,Beginner,129,3,3.79
660,Course 660 - Mastery,Synthetic course about coding,attention,Intermediate,193,1,4.46
661,Course 661 - Bootcamp,Synthetic course about coding,neuroscience,Intermediate,149,3,3.31
662,Course 662 - Lab,Synthetic course about memory,neuroscience,Beginner,83,3,4.54
663,Course 663 - Workshop,Synthetic course about problem-solving,problem-solving,Intermediate,199,2,3.5
664,Course 664 - Essentials,Synthetic course about memory,attention,Beginner,30,1,3.9
665,Course 665 - Essentials,Synthetic course about creativity,problem-solving,Beginner,153,2,2.94
666,Course 666 - Bootcamp,Synthetic course about attention,logic,Beginner,115,1,4.8
667,Course 667 - Lab,Synthetic course about coding,memory,Intermediate,95,3,4.25
668,Course 668 - Lab,Synthetic course about problem-solving,logic,Beginner,83,3,4.65
669,Course 669 - Workshop,Synthetic course about attention,attention,Advanced,120,3,3.02
670,Course 670 - Lab,Synthetic course about memory,creativity,Beginner,112,1,2.67
671,Course 671 - Bootcamp,Synthetic course about coding,logic,Beginner,63,2,3.34
672,Course 672 - Lab,Synthetic course about memory,neuroscience,Beginner,161,2,3.79
673,Course 673 - Bootcamp,Synthetic course about memory,attention,Intermediate,102,2,4.51
674,Course 674 - Essentials,Synthetic course about logic,attention,Beginner,152,1,3.49
675,Course 675 - Essentials,Synthetic course about problem-solving,logic,Beginner,118,1,3.17
676,Course 676 - Essentials,Synthetic course about memory,logic,Beginner,44,3,3.43
677,Course 677 - Mastery,Synthetic course about creativity,problem-solving,Beginner,197,2,4.26
678,Course 678 - Essentials,Synthetic course about memory,problem-solving,Intermediate,121,1,3.34
679,Course 679 - Bootcamp,Synthetic course about coding,neuroscience,Intermediate,92,2,4.95
680,Course 680 - Workshop,Synthetic course about creativity,attention,Beginner,141,2,2.94
681,Course 681 - Lab,Synthetic course about memory,creativity,Beginner,90,1,4.38
682,Course 682 - Essentials,Synthetic course about creativity,creativity,Advanced,136,1,3.97
683,Course 683 - Mastery,Synthetic course about memory,attention,Beginner,101,3,3.08
684,Course 684 - Mastery,Synthetic course about problem-solving,neuroscience,Advanced,149,3,4.38
685,Course 685 - Bootcamp,Synthetic course about creativity,problem-solving,Beginner,135,3,3.62
686,Course 686 - Workshop,Synthetic course about attention,problem-solving,Beginner,29,2,4.21
687,Course 687 - Essentials,Synthetic course about logic,problem-solving,Intermediate,149,2,4.16
688,Course 688 - Essentials,Synthetic course about creativity,creativity,Advanced,79,3,2.78
689,Course 689 - Mastery,Synthetic course about coding,creativity,Beginner,64,2,4.6
690,Course 690 - Bootcamp,Synthetic course about logic,neuroscience,Beginner,155,2,4.2
691,Course 691 - Mastery,Synthetic course about logic,creativity,Beginner,138,2,4.45
692,Course 692 - Mastery,Synthetic course about memory,logic,Advanced,26,2,3.62
693,Course 693 - Workshop,Synthetic course about creativity,creativity,Intermediate,91,1,2.99
694,Course 694 - Bootcamp,Synthetic course about problem-solving,problem-solving,Beginner,40,1,3.32
695,Course 695 - Workshop,Synthetic course about logic,neuroscience,Beginner,116,3,4.75
696,Course 696 - Bootcamp,Synthetic course about coding,attention,Beginner,66,3,4.85
697,Course 697 - Essentials,Synthetic course about problem-solving,attention,Beginner,20,2,3.7
698,Course 698 - Lab,Synthetic course about problem-solving,neuroscience,Beginner,159,2,3.25
699,Course 699 - Lab,Synthetic course about coding,logic,Intermediate,195,1,4.33
700,Course 700 - Bootcamp,Synthetic course about coding,attention,Beginner,147,2,4.41
701,Course 701 - Lab,Synthetic course about memory,problem-solving,Beginner,113,2,4.54
702,Course 702 - Mastery,Synthetic course about attention,attention,Intermediate,151,3,2.58
703,Course 703 - Essentials,Synthetic course about creativity,attention,Beginner,53,2,2.52
704,Course 704 - Essentials,Synthetic course about logic,problem-solving,Beginner,106,1,3.39
705,Course 705 - Lab,Synthetic course about creativity,creativity,Beginner,51,2,2.88
706,Course 706 - Bootcamp,Synthetic course about problem-solving,logic,Beginner,22,2,4.51
707,Course 707 - Mastery,Synthetic course about logic,problem-solving,Intermediate,87,2,3.83
708,Course 708 - Bootcamp,Synthetic course about memory,problem-solving,Intermediate,76,2,4.56
709,Course 709 - Lab,Synthetic course about creativity,memory,Beginner,133,2,2.94
710,Course 710 - Essentials,Synthetic course about memory,neuroscience,Beginner,171,1,4.07
711,Course 711 - Essentials,Synthetic course about memory,logic,Beginner,52,3,3.95
712,Course 712 - Bootcamp,Synthetic course about creativity,creativity,Intermediate,150,2,3.35
713,Course 713 - Workshop,Synthetic course about creativity,memory,Intermediate,151,3,3.79
714,Course 714 - Bootcamp,Synthetic course about logic,problem-solving,Beginner,49,3,3.97
715,Course 715 - Workshop,Synthetic course about problem-solving,memory,Beginner,89,1,4.72
716,Course 716 - Bootcamp,Synthetic course about problem-solving,creativity,Beginner,68,3,2.64
717,Course 717 - Workshop,Synthetic course about coding,memory,Intermediate,49,2,4.56
718,Course 718 - Workshop,Synthetic course about memory,memory,Advanced,101,2,4.95
719,Course 719 - Workshop,Synthetic course about problem-solving,memory,Advanced,163,2,4.33
720,Course 720 - Workshop,Synthetic course about attention,problem-solving,Beginner,153,2,4.34
721,Course 721 - Mastery,Synthetic course about logic,problem-solving,Intermediate,43,1,3.04
722,Course 722 - Workshop,Synthetic course about logic,neuroscience,Intermediate,134,3,3.81
723,Course 723 - Workshop,Synthetic course about coding,attention,Advanced,111,1,4.26
724,Course 724 - Essentials,Synthetic course about coding,logic,Beginner,175,3,4.01
725,Course 725 - Mastery,Synthetic course about memory,neuroscience,Intermediate,40,1,3.46
726,Course 726 - Workshop,Synthetic course about logic,creativity,Beginner,27,1,4.85
727,Course 727 - Lab,Synthetic course about logic,memory,Intermediate,55,1,3.78
728,Course 728 - Mastery,Synthetic course about attention,problem-solving,Beginner,143,2,4.92
729,Course 729 - Essentials,Synthetic course about memory,memory,Intermediate,28,2,3.91
730,Course 730 - Bootcamp,Synthetic course about memory,problem-solving,Advanced,59,1,4.48
731,Course 731 - Essentials,Synthetic course about problem-solving,logic,Beginner,198,3,4.36
732,Course 732 - Essentials,Synthetic course about coding,neuroscience,Intermediate,148,3,4.15
733,Course 733 - Mastery,Synthetic course about problem-solving,neuroscience,Beginner,136,2,2.54
734,Course 734 - Mastery,Synthetic course about memory,creativity,Beginner,87,1,2.69
735,Course 735 - Lab,Synthetic course about attention,neuroscience,Beginner,173,2,3.95
736,Course 736 - Lab,Synthetic course about memory,neuroscience,Beginner,187,2,4.78
737,Course 737 - Mastery,Synthetic course about problem-solving,attention,Advanced,22,2,4.0
738,Course 738 - Mastery,Synthetic course about creativity,logic,Beginner,127,1,3.09
739,Course 739 - Mastery,Synthetic course about creativity,memory,Intermediate,141,1,3.3
740,Course 740 - Bootcamp,Synthetic course about attention,neuroscience,Advanced,28,2,4.06
741,Course 741 - Essentials,Synthetic course about coding,creativity,Advanced,179,1,3.99
742,Course 742 - Lab,Synthetic course about logic,memory,Intermediate,23,3,4.89
743,Course 743 - Lab,Synthetic course about memory,problem-solving,Beginner,25,3,3.82
744,Course 744 - Workshop,Synthetic course about problem-solving,neuroscience,Intermediate,92,2,3.39
745,Course 745 - Bootcamp,Synthetic course about coding,neuroscience,Beginner,45,3,3.81
746,Course 746 - Mastery,Synthetic course about problem-solving,memory,Advanced,149,2,4.47
747,Course 747 - Mastery,Synthetic course about coding,problem-solving,Intermediate,133,2,3.85
748,Course 748 - Bootcamp,Synthetic course about memory,attention,Intermediate,104,2,3.32
749,Course 749 - Lab,Synthetic course about logic,logic,Beginner,105,1,3.35
750,Course 750 - Mastery,Synthetic course about memory,attention,Intermediate,150,1,4.39
751,Course 751 - Workshop,Synthetic course about logic,creativity,Intermediate,54,1,2.67
752,Course 752 - Lab,Synthetic course about problem-solving,memory,Advanced,133,1,3.19
753,Course 753 - Essentials,Synthetic course about attention,neuroscience,Beginner,78,2,2.88
754,Course 754 - Bootcamp,Synthetic course about logic,attention,Advanced,57,1,4.86
755,Course 755 - Lab,Synthetic course about coding,logic,Beginner,52,3,2.73
756,Course 756 - Essentials,Synthetic course about attention,creativity,Intermediate,140,3,4.4
757,Course 757 - Workshop,Synthetic course about problem-solving,attention,Intermediate,162,1,4.08
758,Course 758 - Bootcamp,Synthetic course about creativity,neuroscience,Beginner,119,3,4.08
759,Course 759 - Mastery,Synthetic course about attention,logic,Beginner,161,3,4.41
760,Course 760 - Mastery,Synthetic course about logic,neuroscience,Intermediate,64,1,3.5
761,Course 761 - Essentials,Synthetic course about attention,neuroscience,Beginner,67,2,3.5
762,Course 762 - Lab,Synthetic course about problem-solving,creativity,Beginner,191,2,3.22
763,Course 763 - Workshop,Synthetic course about attention,logic,Intermediate,137,2,3.99
764,Course 764 - Essentials,Synthetic course about problem-solving,problem-solving,Intermediate,184,1,4.82
765,Course 765 - Workshop,Synthetic course about creativity,neuroscience,Intermediate,48,2,4.81
766,Course 766 - Workshop,Synthetic course about logic,logic,Beginner,103,2,4.26
767,Course 767 - Workshop,Synthetic course about coding,neuroscience,Beginner,181,3,4.77
768,Course 768 - Bootcamp,Synthetic course about attention,attention,Intermediate,132,2,4.91
769,Course 769 - Essentials,Synthetic course about memory,attention,Intermediate,136,1,4.49
770,Course 770 - Bootcamp,Synthetic course about coding,logic,Intermediate,62,2,3.52
771,Course 771 - Lab,Synthetic course about attention,creativity,Intermediate,180,3,3.71
772,Course 772 - Lab,Synthetic course about coding,problem-solving,Beginner,38,3,4.83
773,Course 773 - Mastery,Synthetic course about memory,attention,Beginner,27,3,4.18
774,Course 774 - Mastery,Synthetic course about coding,creativity,Advanced,178,3,4.55
775,Course 775 - Mastery,Synthetic course about coding,problem-solving,Intermediate,30,2,2.79
776,Course 776 - Lab,Synthetic course about memory,attention,Intermediate,27,3,2.98
777,Course 777 - Workshop,Synthetic course about memory,problem-solving,Advanced,172,3,3.36
778,Course 778 - Workshop,Synthetic course about memory,memory,Advanced,132,3,2.97
779,Course 779 - Essentials,Synthetic course about creativity,neuroscience,Intermediate,167,2,4.77
780,Course 780 - Lab,Synthetic course about problem-solving,logic,Beginner,57,1,3.04
781,Course 781 - Mastery,Synthetic course about problem-solving,attention,Advanced,154,3,3.89
782,Course 782 - Lab,Synthetic course about memory,attention,Intermediate,136,3,2.71
783,Course 783 - Workshop,Synthetic course about problem-solving,neuroscience,Beginner,186,3,2.89
784,Course 784 - Workshop,Synthetic course about coding,attention,Intermediate,93,2,3.12
785,Course 785 - Bootcamp,Synthetic course about memory,attention,Beginner,91,2,4.96
786,Course 786 - Bootcamp,Synthetic course about attention,memory,Advanced,125,3,4.49
787,Course 787 - Essentials,Synthetic course about memory,attention,Beginner,137,1,4.18
788,Course 788 - Lab,Synthetic course about memory,attention,Intermediate,39,3,4.79
789,Course 789 - Bootcamp,Synthetic course about problem-solving,attention,Intermediate,30,1,4.89
790,Course 790 - Bootcamp,Synthetic course about logic,creativity,Intermediate,163,1,3.63
791,Course 791 - Lab,Synthetic course about coding,attention,Intermediate,61,2,3.32
792,Course 792 - Workshop,Synthetic course about problem-solving,neuroscience,Advanced,109,2,3.29
793,Course 793 - Essentials,Synthetic course about coding,memory,Beginner,71,2,2.59
794,Course 794 - Essentials,Synthetic course about attention,attention,Beginner,184,1,3.2
795,Course 795 - Essentials,Synthetic course about creativity,problem-solving,Intermediate,71,1,3.39
796,Course 796 - Bootcamp,Synthetic course about logic,memory,Beginner,156,1,2.59
797,Course 797 - Workshop,Synthetic course about attention,memory,Beginner,182,2,4.71
798,Course 798 - Essentials,Synthetic course about attention,problem-solving,Beginner,114,2,4.62
799,Course 799 - Lab,Synthetic course about coding,neuroscience,Beginner,154,2,3.13
800,Course 800 - Essentials,Synthetic course about logic,creativity,Intermediate,21,3,4.51
801,Course 801 - Mastery,Synthetic course about coding,neuroscience,Intermediate,44,1,4.49
802,Course 802 - Workshop,Synthetic course about creativity,creativity,Beginner,95,1,3.34
803,Course 803 - Mastery,Synthetic course about coding,logic,Intermediate,113,3,4.24
804,Course 804 - Workshop,Synthetic course about memory,problem-solving,Beginner,113,1,3.22
805,Course 805 - Lab,Synthetic course about coding,memory,Intermediate,60,1,2.68
806,Course 806 - Bootcamp,Synthetic course about memory,memory,Beginner,199,3,3.76
807,Course 807 - Bootcamp,Synthetic course about attention,memory,Intermediate,106,1,3.6
808,Course 808 - Workshop,Synthetic course about creativity,problem-solving,Beginner,100,2,2.85
809,Course 809 - Essentials,Synthetic course about problem-solving,problem-solving,Beginner,143,3,3.73
810,Course 810 - Mastery,Synthetic course about memory,creativity,Intermediate,96,1,4.87
811,Course 811 - Lab,Synthetic course about creativity,memory,Beginner,57,2,4.33
812,Course 812 - Essentials,Synthetic course about coding,neuroscience,Advanced,61,1,4.35
813,Course 813 - Bootcamp,Synthetic course about problem-solving,creativity,Intermediate,97,3,4.39
814,Course 814 - Essentials,Synthetic course about coding,memory,Beginner,83,2,4.36
815,Course 815 - Mastery,Synthetic course about attention,problem-solving,Intermediate,151,1,2.55
816,Course 816 - Bootcamp,Synthetic course about coding,problem-solving,Beginner,178,3,4.81
817,Course 817 - Workshop,Synthetic course about memory,problem-solving,Intermediate,144,1,4.58
818,Course 818 - Lab,Synthetic course about attention,memory,Advanced,160,1,3.19
819,Course 819 - Lab,Synthetic course about creativity,problem-solving,Beginner,46,2,3.88
820,Course 820 - Bootcamp,Synthetic course about attention,logic,Intermediate,78,1,4.04
821,Course 821 - Workshop,Synthetic course about creativity,problem-solving,Beginner,84,3,2.83
822,Course 822 - Mastery,Synthetic course about logic,memory,Intermediate,44,3,3.13
823,Course 823 - Lab,Synthetic course about memory,creativity,Beginner,56,2,2.56
824,Course 824 - Bootcamp,Synthetic course about memory,problem-solving,Beginner,143,2,4.66
825,Course 825 - Lab,Synthetic course about creativity,attention,Advanced,90,1,2.56
826,Course 826 - Workshop,Synthetic course about coding,logic,Beginner,161,3,3.3
827,Course 827 - Mastery,Synthetic course about problem-solving,memory,Intermediate,113,2,2.7
828,Course 828 - Workshop,Synthetic course about coding,problem-solving,Intermediate,171,1,4.45
829,Course 829 - Essentials,Synthetic course about logic,attention,Intermediate,86,1,4.81
830,Course 830 - Workshop,Synthetic course about creativity,memory,Intermediate,195,3,3.91
831,Course 831 - Workshop,Synthetic course about logic,creativity,Intermediate,122,3,2.85
832,Course 832 - Lab,Synthetic course about creativity,logic,Beginner,110,1,3.9
833,Course 833 - Workshop,Synthetic course about logic,problem-solving,Advanced,185,3,4.43
834,Course 834 - Bootcamp,Synthetic course about creativity,creativity,Intermediate,109,1,4.3
835,Course 835 - Lab,Synthetic course about memory,memory,Beginner,89,1,4.35
836,Course 836 - Lab,Synthetic course about logic,attention,Beginner,78,3,3.2
837,Course 837 - Essentials,Synthetic course about logic,memory,Intermediate,31,2,2.68
838,Course 838 - Bootcamp,Synthetic course about creativity,memory,Advanced,70,1,2.87
839,Course 839 - Workshop,Synthetic course about attention,logic,Advanced,185,3,4.89
840,Course 840 - Essentials,Synthetic course about attention,problem-solving,Advanced,193,1,4.03
841,Course 841 - Bootcamp,Synthetic course about memory,creativity,Beginner,29,1,4.32
842,Course 842 - Essentials,Synthetic course about coding,logic,Advanced,28,1,4.75
843,Course 843 - Mastery,Synthetic course about coding,attention,Advanced,106,3,4.63
844,Course 844 - Workshop,Synthetic course about memory,problem-solving,Beginner,113,3,3.05
845,Course 845 - Essentials,Synthetic course about coding,logic,Beginner,71,3,2.65
846,Course 846 - Mastery,Synthetic course about problem-solving,attention,Beginner,198,2,4.81
